Model,TaskID,SelectedCloud,SLA,Reason
PPO,1999,2.0,NO,High cost led to choosing cheaper cloud
PPO,2000,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2001,1.0,NO,Execution time exceeded SLA deadline
PPO,2002,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2003,2.0,YES,High cost led to choosing cheaper cloud
PPO,2004,1.0,NO,Execution time exceeded SLA deadline
PPO,2005,2.0,YES,High cost led to choosing cheaper cloud
PPO,2006,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2007,1.0,NO,Execution time exceeded SLA deadline
PPO,2008,2.0,NO,High cost led to choosing cheaper cloud
PPO,2009,1.0,NO,Execution time exceeded SLA deadline
PPO,2010,2.0,YES,High cost led to choosing cheaper cloud
PPO,2011,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2012,1.0,YES,Balanced decision between SLA and cost
PPO,2013,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2014,1.0,YES,Balanced decision between SLA and cost
PPO,2015,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2016,2.0,NO,High cost led to choosing cheaper cloud
PPO,2017,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2018,2.0,NO,High cost led to choosing cheaper cloud
PPO,2019,2.0,NO,Execution time exceeded SLA deadline
PPO,2020,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2021,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2022,1.0,NO,Execution time exceeded SLA deadline
PPO,2023,1.0,NO,Execution time exceeded SLA deadline
PPO,2024,1.0,NO,Execution time exceeded SLA deadline
PPO,2025,2.0,NO,High cost led to choosing cheaper cloud
PPO,2026,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2027,1.0,NO,Execution time exceeded SLA deadline
PPO,2028,1.0,NO,Execution time exceeded SLA deadline
PPO,2029,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2030,1.0,NO,Execution time exceeded SLA deadline
PPO,2031,1.0,YES,Balanced decision between SLA and cost
PPO,2032,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2033,2.0,NO,Execution time exceeded SLA deadline
PPO,2034,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2035,1.0,NO,Execution time exceeded SLA deadline
PPO,2036,1.0,NO,Execution time exceeded SLA deadline
PPO,2037,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2038,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2039,1.0,YES,Balanced decision between SLA and cost
PPO,2040,1.0,NO,Execution time exceeded SLA deadline
PPO,2041,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2042,1.0,YES,Balanced decision between SLA and cost
PPO,2043,1.0,NO,Execution time exceeded SLA deadline
PPO,2044,1.0,NO,Execution time exceeded SLA deadline
PPO,2045,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2046,2.0,NO,High cost led to choosing cheaper cloud
PPO,2047,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2048,1.0,NO,Execution time exceeded SLA deadline
PPO,2049,1.0,NO,Execution time exceeded SLA deadline
PPO,2050,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2051,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2052,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2053,1.0,NO,Execution time exceeded SLA deadline
PPO,2054,2.0,NO,High cost led to choosing cheaper cloud
PPO,2055,2.0,NO,High cost led to choosing cheaper cloud
PPO,2056,1.0,NO,Execution time exceeded SLA deadline
PPO,2057,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2058,1.0,NO,Execution time exceeded SLA deadline
PPO,2059,2.0,YES,High cost led to choosing cheaper cloud
PPO,2060,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2061,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2062,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2063,1.0,NO,Execution time exceeded SLA deadline
PPO,2064,1.0,NO,Execution time exceeded SLA deadline
PPO,2065,1.0,YES,Balanced decision between SLA and cost
PPO,2066,1.0,NO,Execution time exceeded SLA deadline
PPO,2067,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2068,1.0,NO,Execution time exceeded SLA deadline
PPO,2069,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2070,1.0,NO,Execution time exceeded SLA deadline
PPO,2071,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2072,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2073,1.0,YES,Balanced decision between SLA and cost
PPO,2074,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2075,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2076,1.0,NO,Execution time exceeded SLA deadline
PPO,2077,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2078,2.0,NO,High cost led to choosing cheaper cloud
PPO,2079,2.0,YES,High cost led to choosing cheaper cloud
PPO,2080,1.0,YES,Balanced decision between SLA and cost
PPO,2081,1.0,NO,Execution time exceeded SLA deadline
PPO,2082,1.0,YES,Balanced decision between SLA and cost
PPO,2083,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2084,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2085,2.0,NO,High cost led to choosing cheaper cloud
PPO,2086,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2087,1.0,NO,Execution time exceeded SLA deadline
PPO,2088,2.0,NO,High cost led to choosing cheaper cloud
PPO,2089,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2090,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2091,2.0,YES,High cost led to choosing cheaper cloud
PPO,2092,1.0,NO,Execution time exceeded SLA deadline
PPO,2093,1.0,YES,Balanced decision between SLA and cost
PPO,2094,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2095,2.0,YES,High cost led to choosing cheaper cloud
PPO,2096,1.0,NO,Execution time exceeded SLA deadline
PPO,2097,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2098,2.0,NO,High cost led to choosing cheaper cloud
PPO,2099,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2100,1.0,NO,Execution time exceeded SLA deadline
PPO,2101,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2102,2.0,YES,High cost led to choosing cheaper cloud
PPO,2103,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2104,1.0,NO,Execution time exceeded SLA deadline
PPO,2105,1.0,NO,Execution time exceeded SLA deadline
PPO,2106,1.0,NO,Execution time exceeded SLA deadline
PPO,2107,1.0,YES,Balanced decision between SLA and cost
PPO,2108,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2109,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2110,1.0,NO,Execution time exceeded SLA deadline
PPO,2111,1.0,NO,Execution time exceeded SLA deadline
PPO,2112,2.0,NO,High cost led to choosing cheaper cloud
PPO,2113,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2114,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2115,1.0,YES,Balanced decision between SLA and cost
PPO,2116,1.0,NO,Execution time exceeded SLA deadline
PPO,2117,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2118,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2119,2.0,NO,High cost led to choosing cheaper cloud
PPO,2120,1.0,NO,Execution time exceeded SLA deadline
PPO,2121,2.0,NO,High cost led to choosing cheaper cloud
PPO,2122,2.0,NO,Execution time exceeded SLA deadline
PPO,2123,1.0,NO,Execution time exceeded SLA deadline
PPO,2124,2.0,YES,High cost led to choosing cheaper cloud
PPO,2125,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2126,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2127,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2128,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2129,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2130,1.0,NO,Execution time exceeded SLA deadline
PPO,2131,2.0,NO,High cost led to choosing cheaper cloud
PPO,2132,1.0,YES,Balanced decision between SLA and cost
PPO,2133,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2134,2.0,NO,High cost led to choosing cheaper cloud
PPO,2135,1.0,NO,Execution time exceeded SLA deadline
PPO,2136,2.0,NO,High cost led to choosing cheaper cloud
PPO,2137,1.0,YES,Balanced decision between SLA and cost
PPO,2138,2.0,NO,High cost led to choosing cheaper cloud
PPO,2139,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2140,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2141,1.0,NO,Execution time exceeded SLA deadline
PPO,2142,2.0,NO,High cost led to choosing cheaper cloud
PPO,2143,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2144,1.0,YES,Balanced decision between SLA and cost
PPO,2145,2.0,YES,High cost led to choosing cheaper cloud
PPO,2146,2.0,NO,High cost led to choosing cheaper cloud
PPO,2147,2.0,NO,High cost led to choosing cheaper cloud
PPO,2148,1.0,NO,Execution time exceeded SLA deadline
PPO,2149,2.0,NO,High cost led to choosing cheaper cloud
PPO,2150,1.0,NO,Execution time exceeded SLA deadline
PPO,2151,1.0,NO,Execution time exceeded SLA deadline
PPO,2152,2.0,NO,High cost led to choosing cheaper cloud
PPO,2153,1.0,YES,Balanced decision between SLA and cost
PPO,2154,1.0,NO,Execution time exceeded SLA deadline
PPO,2155,1.0,YES,Balanced decision between SLA and cost
PPO,2156,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2157,2.0,NO,High cost led to choosing cheaper cloud
PPO,2158,2.0,NO,High cost led to choosing cheaper cloud
PPO,2159,1.0,NO,Execution time exceeded SLA deadline
PPO,2160,2.0,NO,High cost led to choosing cheaper cloud
PPO,2161,1.0,YES,Balanced decision between SLA and cost
PPO,2162,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2163,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2164,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2165,2.0,YES,High cost led to choosing cheaper cloud
PPO,2166,1.0,YES,Balanced decision between SLA and cost
PPO,2167,2.0,YES,High cost led to choosing cheaper cloud
PPO,2168,2.0,NO,High cost led to choosing cheaper cloud
PPO,2169,1.0,NO,Execution time exceeded SLA deadline
PPO,2170,1.0,NO,Execution time exceeded SLA deadline
PPO,2171,2.0,NO,High cost led to choosing cheaper cloud
PPO,2172,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2173,1.0,NO,Execution time exceeded SLA deadline
PPO,2174,2.0,NO,High cost led to choosing cheaper cloud
PPO,2175,2.0,YES,High cost led to choosing cheaper cloud
PPO,2176,1.0,YES,Balanced decision between SLA and cost
PPO,2177,2.0,NO,High cost led to choosing cheaper cloud
PPO,2178,1.0,NO,Execution time exceeded SLA deadline
PPO,2179,1.0,NO,Execution time exceeded SLA deadline
PPO,2180,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2181,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2182,2.0,YES,High cost led to choosing cheaper cloud
PPO,2183,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2184,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2185,2.0,NO,High cost led to choosing cheaper cloud
PPO,2186,2.0,NO,High cost led to choosing cheaper cloud
PPO,2187,1.0,YES,Balanced decision between SLA and cost
PPO,2188,1.0,NO,Execution time exceeded SLA deadline
PPO,2189,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2190,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2191,2.0,NO,High cost led to choosing cheaper cloud
PPO,2192,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2193,2.0,YES,High cost led to choosing cheaper cloud
PPO,2194,1.0,NO,Execution time exceeded SLA deadline
PPO,2195,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2196,1.0,NO,Execution time exceeded SLA deadline
PPO,2197,2.0,NO,Execution time exceeded SLA deadline
PPO,2198,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2199,1.0,NO,Execution time exceeded SLA deadline
PPO,2200,1.0,NO,Execution time exceeded SLA deadline
PPO,2201,1.0,NO,Execution time exceeded SLA deadline
PPO,2202,2.0,NO,High cost led to choosing cheaper cloud
PPO,2203,1.0,NO,Execution time exceeded SLA deadline
PPO,2204,1.0,NO,Execution time exceeded SLA deadline
PPO,2205,1.0,NO,Execution time exceeded SLA deadline
PPO,2206,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2207,1.0,NO,Execution time exceeded SLA deadline
PPO,2208,1.0,NO,Execution time exceeded SLA deadline
PPO,2209,1.0,NO,Execution time exceeded SLA deadline
PPO,2210,2.0,NO,High cost led to choosing cheaper cloud
PPO,2211,2.0,NO,Execution time exceeded SLA deadline
PPO,2212,1.0,NO,Execution time exceeded SLA deadline
PPO,2213,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2214,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2215,2.0,NO,High cost led to choosing cheaper cloud
PPO,2216,2.0,YES,High cost led to choosing cheaper cloud
PPO,2217,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2218,1.0,NO,Execution time exceeded SLA deadline
PPO,2219,1.0,NO,Execution time exceeded SLA deadline
PPO,2220,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2221,1.0,NO,Execution time exceeded SLA deadline
PPO,2222,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2223,2.0,YES,High cost led to choosing cheaper cloud
PPO,2224,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2225,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2226,2.0,NO,Execution time exceeded SLA deadline
PPO,2227,2.0,NO,Execution time exceeded SLA deadline
PPO,2228,2.0,YES,High cost led to choosing cheaper cloud
PPO,2229,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2230,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2231,2.0,NO,High cost led to choosing cheaper cloud
PPO,2232,1.0,NO,Execution time exceeded SLA deadline
PPO,2233,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2234,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2235,1.0,NO,Execution time exceeded SLA deadline
PPO,2236,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2237,2.0,YES,High cost led to choosing cheaper cloud
PPO,2238,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2239,2.0,NO,High cost led to choosing cheaper cloud
PPO,2240,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2241,2.0,NO,High cost led to choosing cheaper cloud
PPO,2242,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2243,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2244,2.0,NO,High cost led to choosing cheaper cloud
PPO,2245,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2246,1.0,NO,Execution time exceeded SLA deadline
PPO,2247,1.0,NO,Execution time exceeded SLA deadline
PPO,2248,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2249,1.0,NO,Execution time exceeded SLA deadline
PPO,2250,1.0,NO,Execution time exceeded SLA deadline
PPO,2251,1.0,NO,Execution time exceeded SLA deadline
PPO,2252,1.0,NO,Execution time exceeded SLA deadline
PPO,2253,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2254,1.0,NO,Execution time exceeded SLA deadline
PPO,2255,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2256,2.0,NO,Execution time exceeded SLA deadline
PPO,2257,2.0,NO,Execution time exceeded SLA deadline
PPO,2258,1.0,NO,Execution time exceeded SLA deadline
PPO,2259,2.0,YES,High cost led to choosing cheaper cloud
PPO,2260,2.0,YES,High cost led to choosing cheaper cloud
PPO,2261,1.0,NO,Execution time exceeded SLA deadline
PPO,2262,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2263,1.0,YES,Balanced decision between SLA and cost
PPO,2264,1.0,NO,Execution time exceeded SLA deadline
PPO,2265,1.0,NO,Execution time exceeded SLA deadline
PPO,2266,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2267,1.0,NO,Execution time exceeded SLA deadline
PPO,2268,1.0,NO,Execution time exceeded SLA deadline
PPO,2269,2.0,NO,High cost led to choosing cheaper cloud
PPO,2270,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2271,2.0,NO,Execution time exceeded SLA deadline
PPO,2272,1.0,NO,Execution time exceeded SLA deadline
PPO,2273,1.0,YES,Balanced decision between SLA and cost
PPO,2274,2.0,NO,High cost led to choosing cheaper cloud
PPO,2275,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2276,2.0,NO,High cost led to choosing cheaper cloud
PPO,2277,2.0,YES,High cost led to choosing cheaper cloud
PPO,2278,1.0,YES,Balanced decision between SLA and cost
PPO,2279,2.0,YES,High cost led to choosing cheaper cloud
PPO,2280,2.0,NO,Execution time exceeded SLA deadline
PPO,2281,1.0,NO,Execution time exceeded SLA deadline
PPO,2282,2.0,NO,High cost led to choosing cheaper cloud
PPO,2283,1.0,NO,Execution time exceeded SLA deadline
PPO,2284,2.0,NO,High cost led to choosing cheaper cloud
PPO,2285,2.0,YES,High cost led to choosing cheaper cloud
PPO,2286,1.0,YES,Balanced decision between SLA and cost
PPO,2287,1.0,NO,Execution time exceeded SLA deadline
PPO,2288,2.0,NO,High cost led to choosing cheaper cloud
PPO,2289,1.0,NO,Execution time exceeded SLA deadline
PPO,2290,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2291,2.0,NO,High cost led to choosing cheaper cloud
PPO,2292,2.0,NO,High cost led to choosing cheaper cloud
PPO,2293,2.0,NO,High cost led to choosing cheaper cloud
PPO,2294,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2295,1.0,NO,Execution time exceeded SLA deadline
PPO,2296,1.0,NO,Execution time exceeded SLA deadline
PPO,2297,1.0,NO,Execution time exceeded SLA deadline
PPO,2298,2.0,NO,High cost led to choosing cheaper cloud
PPO,2299,1.0,NO,Execution time exceeded SLA deadline
PPO,2300,2.0,NO,High cost led to choosing cheaper cloud
PPO,2301,2.0,NO,High cost led to choosing cheaper cloud
PPO,2302,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2303,2.0,NO,High cost led to choosing cheaper cloud
PPO,2304,1.0,NO,Execution time exceeded SLA deadline
PPO,2305,1.0,YES,Balanced decision between SLA and cost
PPO,2306,2.0,NO,High cost led to choosing cheaper cloud
PPO,2307,1.0,YES,Balanced decision between SLA and cost
PPO,2308,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2309,1.0,NO,Execution time exceeded SLA deadline
PPO,2310,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2311,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2312,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2313,1.0,YES,Balanced decision between SLA and cost
PPO,2314,1.0,YES,Balanced decision between SLA and cost
PPO,2315,1.0,YES,Balanced decision between SLA and cost
PPO,2316,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2317,2.0,YES,High cost led to choosing cheaper cloud
PPO,2318,1.0,NO,Execution time exceeded SLA deadline
PPO,2319,1.0,YES,Balanced decision between SLA and cost
PPO,2320,2.0,NO,Execution time exceeded SLA deadline
PPO,2321,1.0,YES,Balanced decision between SLA and cost
PPO,2322,1.0,NO,Execution time exceeded SLA deadline
PPO,2323,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2324,2.0,YES,High cost led to choosing cheaper cloud
PPO,2325,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2326,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2327,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2328,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2329,2.0,NO,High cost led to choosing cheaper cloud
PPO,2330,2.0,NO,High cost led to choosing cheaper cloud
PPO,2331,1.0,NO,Execution time exceeded SLA deadline
PPO,2332,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2333,2.0,NO,High cost led to choosing cheaper cloud
PPO,2334,2.0,NO,Execution time exceeded SLA deadline
PPO,2335,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2336,1.0,NO,Execution time exceeded SLA deadline
PPO,2337,2.0,NO,High cost led to choosing cheaper cloud
PPO,2338,1.0,NO,Execution time exceeded SLA deadline
PPO,2339,1.0,YES,Balanced decision between SLA and cost
PPO,2340,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2341,2.0,NO,High cost led to choosing cheaper cloud
PPO,2342,1.0,NO,Execution time exceeded SLA deadline
PPO,2343,1.0,NO,Execution time exceeded SLA deadline
PPO,2344,2.0,NO,High cost led to choosing cheaper cloud
PPO,2345,1.0,NO,Execution time exceeded SLA deadline
PPO,2346,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2347,1.0,YES,Balanced decision between SLA and cost
PPO,2348,2.0,NO,High cost led to choosing cheaper cloud
PPO,2349,1.0,YES,Balanced decision between SLA and cost
PPO,2350,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2351,2.0,NO,High cost led to choosing cheaper cloud
PPO,2352,2.0,YES,High cost led to choosing cheaper cloud
PPO,2353,1.0,YES,Balanced decision between SLA and cost
PPO,2354,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2355,2.0,NO,High cost led to choosing cheaper cloud
PPO,2356,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2357,1.0,NO,Execution time exceeded SLA deadline
PPO,2358,2.0,NO,High cost led to choosing cheaper cloud
PPO,2359,2.0,YES,High cost led to choosing cheaper cloud
PPO,2360,1.0,YES,Balanced decision between SLA and cost
PPO,2361,1.0,NO,Execution time exceeded SLA deadline
PPO,2362,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2363,1.0,NO,Execution time exceeded SLA deadline
PPO,2364,1.0,NO,Execution time exceeded SLA deadline
PPO,2365,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2366,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2367,1.0,NO,Execution time exceeded SLA deadline
PPO,2368,2.0,NO,Execution time exceeded SLA deadline
PPO,2369,1.0,NO,Execution time exceeded SLA deadline
PPO,2370,1.0,NO,Execution time exceeded SLA deadline
PPO,2371,2.0,NO,High cost led to choosing cheaper cloud
PPO,2372,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2373,1.0,YES,Balanced decision between SLA and cost
PPO,2374,1.0,NO,Execution time exceeded SLA deadline
PPO,2375,2.0,NO,High cost led to choosing cheaper cloud
PPO,2376,2.0,NO,High cost led to choosing cheaper cloud
PPO,2377,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2378,2.0,YES,High cost led to choosing cheaper cloud
PPO,2379,2.0,NO,High cost led to choosing cheaper cloud
PPO,2380,1.0,NO,Execution time exceeded SLA deadline
PPO,2381,2.0,NO,High cost led to choosing cheaper cloud
PPO,2382,1.0,YES,Balanced decision between SLA and cost
PPO,2383,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2384,2.0,NO,High cost led to choosing cheaper cloud
PPO,2385,1.0,YES,Balanced decision between SLA and cost
PPO,2386,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2387,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2388,2.0,YES,High cost led to choosing cheaper cloud
PPO,2389,2.0,YES,High cost led to choosing cheaper cloud
PPO,2390,1.0,YES,Balanced decision between SLA and cost
PPO,2391,1.0,NO,Execution time exceeded SLA deadline
PPO,2392,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2393,2.0,NO,High cost led to choosing cheaper cloud
PPO,2394,1.0,NO,Execution time exceeded SLA deadline
PPO,2395,1.0,NO,Execution time exceeded SLA deadline
PPO,2396,1.0,NO,Execution time exceeded SLA deadline
PPO,2397,2.0,NO,High cost led to choosing cheaper cloud
PPO,2398,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2399,1.0,YES,Balanced decision between SLA and cost
PPO,2400,1.0,NO,Execution time exceeded SLA deadline
PPO,2401,1.0,YES,Balanced decision between SLA and cost
PPO,2402,2.0,NO,High cost led to choosing cheaper cloud
PPO,2403,1.0,NO,Execution time exceeded SLA deadline
PPO,2404,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2405,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2406,2.0,YES,High cost led to choosing cheaper cloud
PPO,2407,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2408,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2409,2.0,YES,High cost led to choosing cheaper cloud
PPO,2410,1.0,YES,Balanced decision between SLA and cost
PPO,2411,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2412,1.0,YES,Balanced decision between SLA and cost
PPO,2413,2.0,NO,High cost led to choosing cheaper cloud
PPO,2414,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2415,1.0,YES,Balanced decision between SLA and cost
PPO,2416,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2417,1.0,YES,Balanced decision between SLA and cost
PPO,2418,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2419,1.0,YES,Balanced decision between SLA and cost
PPO,2420,1.0,NO,Execution time exceeded SLA deadline
PPO,2421,1.0,NO,Execution time exceeded SLA deadline
PPO,2422,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2423,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2424,1.0,NO,Execution time exceeded SLA deadline
PPO,2425,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2426,1.0,NO,Execution time exceeded SLA deadline
PPO,2427,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2428,1.0,YES,Balanced decision between SLA and cost
PPO,2429,1.0,NO,Execution time exceeded SLA deadline
PPO,2430,1.0,NO,Execution time exceeded SLA deadline
PPO,2431,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2432,1.0,YES,Balanced decision between SLA and cost
PPO,2433,2.0,NO,High cost led to choosing cheaper cloud
PPO,2434,2.0,NO,High cost led to choosing cheaper cloud
PPO,2435,2.0,NO,High cost led to choosing cheaper cloud
PPO,2436,1.0,NO,Execution time exceeded SLA deadline
PPO,2437,1.0,NO,Execution time exceeded SLA deadline
PPO,2438,1.0,YES,Balanced decision between SLA and cost
PPO,2439,1.0,NO,Execution time exceeded SLA deadline
PPO,2440,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2441,1.0,NO,Execution time exceeded SLA deadline
PPO,2442,1.0,NO,Execution time exceeded SLA deadline
PPO,2443,1.0,NO,Execution time exceeded SLA deadline
PPO,2444,1.0,NO,Execution time exceeded SLA deadline
PPO,2445,1.0,YES,Balanced decision between SLA and cost
PPO,2446,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2447,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2448,1.0,NO,Execution time exceeded SLA deadline
PPO,2449,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2450,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2451,2.0,NO,High cost led to choosing cheaper cloud
PPO,2452,1.0,YES,Balanced decision between SLA and cost
PPO,2453,2.0,NO,High cost led to choosing cheaper cloud
PPO,2454,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2455,1.0,NO,Execution time exceeded SLA deadline
PPO,2456,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2457,2.0,NO,High cost led to choosing cheaper cloud
